"KAPITEL_CODE","KAPITEL_NURNAME","GRUPPE_CODE","GRUPPE_NURNAME","ICD_NAME","ICD_CODE","ICD_FLAG_RARE","ICD_FLAG_UEBERLEIT"
5,Psychische und Verhaltensstörungen,F10,Psychische und Verhaltensstörungen durch psychotrope Substanzen,F10.6: Psychische und Verhaltensstörungen durch Alkohol: Amnestisches Syndrom,F10.6,0,0
5,Psychische und Verhaltensstörungen,F10,Psychische und Verhaltensstörungen durch psychotrope Substanzen,F10.7: Psychische und Verhaltensstörungen durch Alkohol: Restzustand und verzögert auftretende psychotische Störung,F10.7,0,0
5,Psychische und Verhaltensstörungen,F30,Affektive Störungen,F31.8: Sonstige bipolare affektive Störungen,F31.8,0,0
5,Psychische und Verhaltensstörungen,F30,Affektive Störungen,"F31.5: Bipolare affektive Störung, gegenwärtig schwere depressive Episode mit psychotischen Symptomen",F31.5,0,0
5,Psychische und Verhaltensstörungen,F30,Affektive Störungen,"F31.6: Bipolare affektive Störung, gegenwärtig gemischte Episode",F31.6,0,0
5,Psychische und Verhaltensstörungen,F30,Affektive Störungen,"F31.7: Bipolare affektive Störung, gegenwärtig remittiert",F31.7,0,0
5,Psychische und Verhaltensstörungen,F30,Affektive Störungen,"F31.9: Bipolare affektive Störung, nicht näher bezeichnet",F31.9,0,0
5,Psychische und Verhaltensstörungen,F30,Affektive Störungen,F32.0: Leichte depressive Episode,F32.0,0,0
5,Psychische und Verhaltensstörungen,F30,Affektive Störungen,F32.1: Mittelgradige depressive Episode,F32.1,0,0
5,Psychische und Verhaltensstörungen,F30,Affektive Störungen,F32.2: Schwere depressive Episode ohne psychotische Symptome,F32.2,0,0
5,Psychische und Verhaltensstörungen,F30,Affektive Störungen,F32.3: Schwere depressive Episode mit psychotischen Symptomen,F32.3,0,0
5,Psychische und Verhaltensstörungen,F30,Affektive Störungen,F32.8: Sonstige depressive Episoden,F32.8,0,0
5,Psychische und Verhaltensstörungen,F30,Affektive Störungen,"F32.9: Depressive Episode, nicht näher bezeichnet",F32.9,0,0
5,Psychische und Verhaltensstörungen,F30,Affektive Störungen,"F33.0: Rezidivierende depressive Störung, gegenwärtig leichte Episode",F33.0,0,0
5,Psychische und Verhaltensstörungen,F30,Affektive Störungen,"F33.1: Rezidivierende depressive Störung, gegenwärtig mittelgradige Episode",F33.1,0,0
5,Psychische und Verhaltensstörungen,F70,Intelligenzstörung,F73.9: Schwerste Intelligenzminderung: Ohne Angabe einer Verhaltensstörung,F73.9,0,0
5,Psychische und Verhaltensstörungen,F70,Intelligenzstörung,F73.0: Schwerste Intelligenzminderung: Keine oder geringfügige Verhaltensstörung,F73.0,0,0
5,Psychische und Verhaltensstörungen,F70,Intelligenzstörung,"F73.1: Schwerste Intelligenzminderung: Deutliche Verhaltensstörung, die Beobachtung oder Behandlung erfordert",F73.1,0,0
5,Psychische und Verhaltensstörungen,F70,Intelligenzstörung,F73.8: Schwerste Intelligenzminderung: Sonstige Verhaltensstörung,F73.8,0,0
5,Psychische und Verhaltensstörungen,F70,Intelligenzstörung,F74.0: Dissoziierte Intelligenz: Keine oder geringfügige Verhaltensstörung,F74.0,0,0
5,Psychische und Verhaltensstörungen,F70,Intelligenzstörung,"F74.1: Dissoziierte Intelligenz: Deutliche Verhaltensstörung, die Beobachtung oder Behandlung erfordert",F74.1,0,0
5,Psychische und Verhaltensstörungen,F70,Intelligenzstörung,F74.8: Dissoziierte Intelligenz: Sonstige Verhaltensstörung,F74.8,0,0
5,Psychische und Verhaltensstörungen,F70,Intelligenzstörung,F74.9: Dissoziierte Intelligenz: Ohne Angabe einer Verhaltensstörung,F74.9,0,0
5,Psychische und Verhaltensstörungen,F70,Intelligenzstörung,F78.0: Andere Intelligenzminderung: Keine oder geringfügige Verhaltensstörung,F78.0,0,0
5,Psychische und Verhaltensstörungen,F70,Intelligenzstörung,"F78.1: Andere Intelligenzminderung: Deutliche Verhaltensstörung, die Beobachtung oder Behandlung erfordert",F78.1,0,0
5,Psychische und Verhaltensstörungen,F70,Intelligenzstörung,F78.8: Andere Intelligenzminderung: Sonstige Verhaltensstörung,F78.8,0,0
6,Krankheiten des Nervensystems,G20,Extrapyramidale Krankheiten und Bewegungsstörungen,G25.81: Syndrom der unruhigen Beine [Restless-Legs-Syndrom],G25.81,0,0
6,Krankheiten des Nervensystems,G20,Extrapyramidale Krankheiten und Bewegungsstörungen,G25.5: Sonstige Chorea,G25.5,0,0
6,Krankheiten des Nervensystems,G20,Extrapyramidale Krankheiten und Bewegungsstörungen,G25.6: Arzneimittelinduzierte Tics und sonstige Tics organischen Ursprungs,G25.6,0,0
6,Krankheiten des Nervensystems,G20,Extrapyramidale Krankheiten und Bewegungsstörungen,G25.80: Periodische Beinbewegungen im Schlaf,G25.80,0,0
6,Krankheiten des Nervensystems,G20,Extrapyramidale Krankheiten und Bewegungsstörungen,G25.88: Sonstige näher bezeichnete extrapyramidale Krankheiten und Bewegungsstörungen,G25.88,0,0
6,Krankheiten des Nervensystems,G20,Extrapyramidale Krankheiten und Bewegungsstörungen,"G25.9: Extrapyramidale Krankheit oder Bewegungsstörung, nicht näher bezeichnet",G25.9,0,0
6,Krankheiten des Nervensystems,G20,Extrapyramidale Krankheiten und Bewegungsstörungen,G26: Extrapyramidale Krankheiten und Bewegungsstörungen bei anderenorts klassifizierten Krankheiten,G26,0,0
6,Krankheiten des Nervensystems,G30,Sonstige degenerative Krankheiten des Nervensystems,G30.0: Alzheimer-Krankheit mit frühem Beginn,G30.0,0,0
6,Krankheiten des Nervensystems,G30,Sonstige degenerative Krankheiten des Nervensystems,G30.1: Alzheimer-Krankheit mit spätem Beginn,G30.1,0,0
6,Krankheiten des Nervensystems,G30,Sonstige degenerative Krankheiten des Nervensystems,G30.8: Sonstige Alzheimer-Krankheit,G30.8,0,0
6,Krankheiten des Nervensystems,G30,Sonstige degenerative Krankheiten des Nervensystems,"G30.9: Alzheimer-Krankheit, nicht näher bezeichnet",G30.9,0,0
6,Krankheiten des Nervensystems,G60,Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems,G61.1: Serumpolyneuropathie,G61.1,0,0
6,Krankheiten des Nervensystems,G60,Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems,G60.8: Sonstige hereditäre und idiopathische Neuropathien,G60.8,0,0
6,Krankheiten des Nervensystems,G60,Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems,"G60.9: Hereditäre und idiopathische Neuropathie, nicht näher bezeichnet",G60.9,0,0
6,Krankheiten des Nervensystems,G60,Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems,G61.0: Guillain-Barré-Syndrom,G61.0,0,0
6,Krankheiten des Nervensystems,G60,Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems,G61.8: Sonstige Polyneuritiden,G61.8,0,0
6,Krankheiten des Nervensystems,G60,Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems,"G61.9: Polyneuritis, nicht näher bezeichnet",G61.9,0,0
6,Krankheiten des Nervensystems,G60,Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems,G62.0: Arzneimittelinduzierte Polyneuropathie,G62.0,0,0
6,Krankheiten des Nervensystems,G60,Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems,G62.1: Alkohol-Polyneuropathie,G62.1,0,0
6,Krankheiten des Nervensystems,G60,Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems,G62.2: Polyneuropathie durch sonstige toxische Agenzien,G62.2,0,0
6,Krankheiten des Nervensystems,G60,Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems,G62.80: Critical-illness-Polyneuropathie,G62.80,0,0
6,Krankheiten des Nervensystems,G60,Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems,G62.88: Sonstige näher bezeichnete Polyneuropathien,G62.88,0,0
6,Krankheiten des Nervensystems,G60,Polyneuropathien und sonstige Krankheiten des peripheren Nervensystems,"G62.9: Polyneuropathie, nicht näher bezeichnet",G62.9,0,0
6,Krankheiten des Nervensystems,G90,Sonstige Krankheiten des Nervensystems,"G97.9: Krankheit des Nervensystems nach medizinischer Maßnahme, nicht näher bezeichnet",G97.9,0,0
6,Krankheiten des Nervensystems,G90,Sonstige Krankheiten des Nervensystems,G97.83: Postoperative subdurale spinale Blutung,G97.83,0,0
6,Krankheiten des Nervensystems,G90,Sonstige Krankheiten des Nervensystems,G97.84: Postoperative subarachnoidale spinale Blutung,G97.84,0,0
6,Krankheiten des Nervensystems,G90,Sonstige Krankheiten des Nervensystems,G97.88: Sonstige Krankheiten des Nervensystems nach medizinischen Maßnahmen,G97.88,0,0
6,Krankheiten des Nervensystems,G90,Sonstige Krankheiten des Nervensystems,"G98: Sonstige Krankheiten des Nervensystems, anderenorts nicht klassifiziert",G98,0,0
6,Krankheiten des Nervensystems,G90,Sonstige Krankheiten des Nervensystems,G99.00: Gastroparese bei autonomer Neuropathie bei endokrinen und Stoffwechselkrankheiten,G99.00,0,0
6,Krankheiten des Nervensystems,G90,Sonstige Krankheiten des Nervensystems,G99.08: Sonstige autonome Neuropathie bei endokrinen und Stoffwechselkrankheiten,G99.08,0,0
6,Krankheiten des Nervensystems,G90,Sonstige Krankheiten des Nervensystems,G99.1: Sonstige Krankheiten des autonomen Nervensystems bei sonstigen anderenorts klassifizierten Krankheiten,G99.1,0,0
6,Krankheiten des Nervensystems,G90,Sonstige Krankheiten des Nervensystems,G99.2: Myelopathie bei anderenorts klassifizierten Krankheiten,G99.2,0,0
7,Krankheiten des Auges und der Augenanhangsgebilde,H43,Affektionen des Glaskörpers und des Augapfels,H44.5: Degenerationszustände des Augapfels,H44.5,0,0
7,Krankheiten des Auges und der Augenanhangsgebilde,H43,Affektionen des Glaskörpers und des Augapfels,H44.2: Degenerative Myopie,H44.2,0,0
7,Krankheiten des Auges und der Augenanhangsgebilde,H43,Affektionen des Glaskörpers und des Augapfels,H44.3: Sonstige degenerative Affektionen des Augapfels,H44.3,0,0
7,Krankheiten des Auges und der Augenanhangsgebilde,H43,Affektionen des Glaskörpers und des Augapfels,H44.4: Hypotonia bulbi,H44.4,0,0
7,Krankheiten des Auges und der Augenanhangsgebilde,H43,Affektionen des Glaskörpers und des Augapfels,H44.6: Verbliebener (alter) magnetischer intraokularer Fremdkörper,H44.6,0,0
7,Krankheiten des Auges und der Augenanhangsgebilde,H43,Affektionen des Glaskörpers und des Augapfels,H44.7: Verbliebener (alter) amagnetischer intraokularer Fremdkörper,H44.7,0,0
7,Krankheiten des Auges und der Augenanhangsgebilde,H43,Affektionen des Glaskörpers und des Augapfels,H44.8: Sonstige Affektionen des Augapfels,H44.8,0,0
7,Krankheiten des Auges und der Augenanhangsgebilde,H43,Affektionen des Glaskörpers und des Augapfels,"H44.9: Affektion des Augapfels, nicht näher bezeichnet",H44.9,0,0
7,Krankheiten des Auges und der Augenanhangsgebilde,H43,Affektionen des Glaskörpers und des Augapfels,H45.0: Glaskörperblutung bei anderenorts klassifizierten Krankheiten,H45.0,0,0
7,Krankheiten des Auges und der Augenanhangsgebilde,H43,Affektionen des Glaskörpers und des Augapfels,H45.1: Endophthalmitis bei anderenorts klassifizierten Krankheiten,H45.1,0,0
7,Krankheiten des Auges und der Augenanhangsgebilde,H43,Affektionen des Glaskörpers und des Augapfels,H45.8: Sonstige Affektionen des Glaskörpers und des Augapfels bei anderenorts klassifizierten Krankheiten,H45.8,0,0
8,Krankheiten des Ohres und des Warzenfortsatzes,H90,Sonstige Krankheiten des Ohres,H91.1: Presbyakusis,H91.1,0,0
8,Krankheiten des Ohres und des Warzenfortsatzes,H90,Sonstige Krankheiten des Ohres,H90.7: Kombinierter einseitiger Hörverlust durch Schallleitungs- und Schallempfindungsstörung bei nicht eingeschränktem Hörvermögen der anderen Seite,H90.7,0,0
8,Krankheiten des Ohres und des Warzenfortsatzes,H90,Sonstige Krankheiten des Ohres,"H90.8: Kombinierter Hörverlust durch Schallleitungs- und Schallempfindungsstörung, nicht näher bezeichnet",H90.8,0,0
8,Krankheiten des Ohres und des Warzenfortsatzes,H90,Sonstige Krankheiten des Ohres,H91.0: Ototoxischer Hörverlust,H91.0,0,0
8,Krankheiten des Ohres und des Warzenfortsatzes,H90,Sonstige Krankheiten des Ohres,H91.2: Idiopathischer Hörsturz,H91.2,0,0
8,Krankheiten des Ohres und des Warzenfortsatzes,H90,Sonstige Krankheiten des Ohres,"H91.3: Taubstummheit, anderenorts nicht klassifiziert",H91.3,0,0
8,Krankheiten des Ohres und des Warzenfortsatzes,H90,Sonstige Krankheiten des Ohres,H91.8: Sonstiger näher bezeichneter Hörverlust,H91.8,0,0
8,Krankheiten des Ohres und des Warzenfortsatzes,H90,Sonstige Krankheiten des Ohres,"H91.9: Hörverlust, nicht näher bezeichnet",H91.9,0,0
8,Krankheiten des Ohres und des Warzenfortsatzes,H90,Sonstige Krankheiten des Ohres,H92.0: Otalgie,H92.0,0,0
8,Krankheiten des Ohres und des Warzenfortsatzes,H90,Sonstige Krankheiten des Ohres,H92.1: Otorrhoe,H92.1,0,0
8,Krankheiten des Ohres und des Warzenfortsatzes,H90,Sonstige Krankheiten des Ohres,H92.2: Blutung aus dem äußeren Gehörgang,H92.2,0,0
8,Krankheiten des Ohres und des Warzenfortsatzes,H90,Sonstige Krankheiten des Ohres,H93.0: Degenerative und vaskuläre Krankheiten des Ohres,H93.0,0,0
9,Krankheiten des Kreislaufsystems,I30,Sonstige Formen der Herzkrankheit,I40.0: Infektiöse Myokarditis,I40.0,0,0
9,Krankheiten des Kreislaufsystems,I30,Sonstige Formen der Herzkrankheit,I39.3: Pulmonalklappenkrankheiten bei anderenorts klassifizierten Krankheiten,I39.3,0,0
9,Krankheiten des Kreislaufsystems,I30,Sonstige Formen der Herzkrankheit,I39.4: Krankheiten mehrerer Herzklappen bei anderenorts klassifizierten Krankheiten,I39.4,0,0
9,Krankheiten des Kreislaufsystems,I30,Sonstige Formen der Herzkrankheit,"I39.8: Endokarditis bei anderenorts klassifizierten Krankheiten, Herzklappe nicht näher bezeichnet",I39.8,0,0
9,Krankheiten des Kreislaufsystems,I30,Sonstige Formen der Herzkrankheit,I40.1: Isolierte Myokarditis,I40.1,0,0
9,Krankheiten des Kreislaufsystems,I30,Sonstige Formen der Herzkrankheit,I40.8: Sonstige akute Myokarditis,I40.8,0,0
9,Krankheiten des Kreislaufsystems,I30,Sonstige Formen der Herzkrankheit,"I40.9: Akute Myokarditis, nicht näher bezeichnet",I40.9,0,0
9,Krankheiten des Kreislaufsystems,I30,Sonstige Formen der Herzkrankheit,I41.0: Myokarditis bei anderenorts klassifizierten bakteriellen Krankheiten,I41.0,0,0
9,Krankheiten des Kreislaufsystems,I30,Sonstige Formen der Herzkrankheit,I41.1: Myokarditis bei anderenorts klassifizierten Viruskrankheiten,I41.1,0,0
9,Krankheiten des Kreislaufsystems,I30,Sonstige Formen der Herzkrankheit,I41.2: Myokarditis bei sonstigen anderenorts klassifizierten infektiösen und parasitären Krankheiten,I41.2,0,0
9,Krankheiten des Kreislaufsystems,I30,Sonstige Formen der Herzkrankheit,I41.8: Myokarditis bei sonstigen anderenorts klassifizierten Krankheiten,I41.8,0,0
9,Krankheiten des Kreislaufsystems,I70,"Krankheiten der Arterien, Arteriolen und Kapillaren",I73.8: Sonstige näher bezeichnete periphere Gefäßkrankheiten,I73.8,0,0
9,Krankheiten des Kreislaufsystems,I70,"Krankheiten der Arterien, Arteriolen und Kapillaren",I72.9: Aneurysma und Dissektion nicht näher bezeichneter Lokalisation,I72.9,0,0
9,Krankheiten des Kreislaufsystems,I70,"Krankheiten der Arterien, Arteriolen und Kapillaren",I73.0: Raynaud-Syndrom,I73.0,0,0
9,Krankheiten des Kreislaufsystems,I70,"Krankheiten der Arterien, Arteriolen und Kapillaren",I73.1: Thrombangiitis obliterans [Endangiitis von-Winiwarter-Buerger],I73.1,0,0
9,Krankheiten des Kreislaufsystems,I70,"Krankheiten der Arterien, Arteriolen und Kapillaren","I73.9: Periphere Gefäßkrankheit, nicht näher bezeichnet",I73.9,0,0
9,Krankheiten des Kreislaufsystems,I70,"Krankheiten der Arterien, Arteriolen und Kapillaren",I74.0: Embolie und Thrombose der Aorta abdominalis,I74.0,0,0
9,Krankheiten des Kreislaufsystems,I70,"Krankheiten der Arterien, Arteriolen und Kapillaren",I74.1: Embolie und Thrombose sonstiger und nicht näher bezeichneter Abschnitte der Aorta,I74.1,0,0
9,Krankheiten des Kreislaufsystems,I70,"Krankheiten der Arterien, Arteriolen und Kapillaren",I74.2: Embolie und Thrombose der Arterien der oberen Extremitäten,I74.2,0,0
9,Krankheiten des Kreislaufsystems,I70,"Krankheiten der Arterien, Arteriolen und Kapillaren",I74.3: Embolie und Thrombose der Arterien der unteren Extremitäten,I74.3,0,0
9,Krankheiten des Kreislaufsystems,I70,"Krankheiten der Arterien, Arteriolen und Kapillaren","I74.4: Embolie und Thrombose der Extremitätenarterien, nicht näher bezeichnet",I74.4,0,0
9,Krankheiten des Kreislaufsystems,I70,"Krankheiten der Arterien, Arteriolen und Kapillaren",I74.5: Embolie und Thrombose der A. iliaca,I74.5,0,0
10,Krankheiten des Atmungssystems,J00,Akute Infektionen der oberen Atemwege,"J02.9: Akute Pharyngitis, nicht näher bezeichnet",J02.9,0,0
10,Krankheiten des Atmungssystems,J00,Akute Infektionen der oberen Atemwege,"J01.9: Akute Sinusitis, nicht näher bezeichnet",J01.9,0,0
10,Krankheiten des Atmungssystems,J00,Akute Infektionen der oberen Atemwege,J02.0: Streptokokken-Pharyngitis,J02.0,0,0
10,Krankheiten des Atmungssystems,J00,Akute Infektionen der oberen Atemwege,J02.8: Akute Pharyngitis durch sonstige näher bezeichnete Erreger,J02.8,0,0
10,Krankheiten des Atmungssystems,J00,Akute Infektionen der oberen Atemwege,J03.0: Streptokokken-Tonsillitis,J03.0,0,0
10,Krankheiten des Atmungssystems,J00,Akute Infektionen der oberen Atemwege,J03.8: Akute Tonsillitis durch sonstige näher bezeichnete Erreger,J03.8,0,0
10,Krankheiten des Atmungssystems,J00,Akute Infektionen der oberen Atemwege,"J03.9: Akute Tonsillitis, nicht näher bezeichnet",J03.9,0,0
10,Krankheiten des Atmungssystems,J00,Akute Infektionen der oberen Atemwege,J04.0: Akute Laryngitis,J04.0,0,0
10,Krankheiten des Atmungssystems,J00,Akute Infektionen der oberen Atemwege,J04.1: Akute Tracheitis,J04.1,0,0
10,Krankheiten des Atmungssystems,J00,Akute Infektionen der oberen Atemwege,J04.2: Akute Laryngotracheitis,J04.2,0,0
10,Krankheiten des Atmungssystems,J00,Akute Infektionen der oberen Atemwege,J05.0: Akute obstruktive Laryngitis [Krupp],J05.0,0,0
10,Krankheiten des Atmungssystems,J00,Akute Infektionen der oberen Atemwege,J05.1: Akute Epiglottitis,J05.1,0,0
10,Krankheiten des Atmungssystems,J00,Akute Infektionen der oberen Atemwege,J06.0: Akute Laryngopharyngitis,J06.0,0,0
2,Neubildungen,D10,Gutartige Neubildungen,D31.5: Gutartige Neubildung: Tränendrüse und Tränenwege,D31.5,0,0
2,Neubildungen,D10,Gutartige Neubildungen,D31.2: Gutartige Neubildung: Retina,D31.2,0,0
2,Neubildungen,D10,Gutartige Neubildungen,D31.3: Gutartige Neubildung: Chorioidea,D31.3,0,0
2,Neubildungen,D10,Gutartige Neubildungen,D31.4: Gutartige Neubildung: Ziliarkörper,D31.4,0,0
2,Neubildungen,D10,Gutartige Neubildungen,"D31.6: Gutartige Neubildung: Orbita, nicht näher bezeichnet",D31.6,0,0
2,Neubildungen,D10,Gutartige Neubildungen,"D31.9: Gutartige Neubildung: Auge, nicht näher bezeichnet",D31.9,0,0
2,Neubildungen,D10,Gutartige Neubildungen,D32.0: Gutartige Neubildung: Hirnhäute,D32.0,0,0
2,Neubildungen,D10,Gutartige Neubildungen,D32.1: Gutartige Neubildung: Rückenmarkhäute,D32.1,0,0
2,Neubildungen,D10,Gutartige Neubildungen,"D32.9: Gutartige Neubildung: Meningen, nicht näher bezeichnet",D32.9,0,0
2,Neubildungen,D10,Gutartige Neubildungen,"D33.0: Gutartige Neubildung: Gehirn, supratentoriell",D33.0,0,0
2,Neubildungen,D10,Gutartige Neubildungen,"D33.1: Gutartige Neubildung: Gehirn, infratentoriell",D33.1,0,0
2,Neubildungen,D10,Gutartige Neubildungen,"D33.2: Gutartige Neubildung: Gehirn, nicht näher bezeichnet",D33.2,0,0
2,Neubildungen,D10,Gutartige Neubildungen,D33.3: Gutartige Neubildung: Hirnnerven,D33.3,0,0
3,Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,D60,Aplastische und sonstige Anämien,D61.0: Angeborene aplastische Anämie,D61.0,0,0
3,Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,D60,Aplastische und sonstige Anämien,D60.1: Transitorische erworbene isolierte aplastische Anämie,D60.1,0,0
3,Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,D60,Aplastische und sonstige Anämien,D60.8: Sonstige erworbene isolierte aplastische Anämien,D60.8,0,0
3,Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,D60,Aplastische und sonstige Anämien,"D60.9: Erworbene isolierte aplastische Anämie, nicht näher bezeichnet",D60.9,0,0
3,Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,D60,Aplastische und sonstige Anämien,D61.10: Aplastische Anämie infolge zytostatischer Therapie,D61.10,0,0
3,Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,D60,Aplastische und sonstige Anämien,D61.18: Sonstige arzneimittelinduzierte aplastische Anämie,D61.18,0,0
3,Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,D60,Aplastische und sonstige Anämien,"D61.19: Arzneimittelinduzierte aplastische Anämie, nicht näher bezeichnet",D61.19,0,0
3,Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,D60,Aplastische und sonstige Anämien,D61.2: Aplastische Anämie infolge sonstiger äußerer Ursachen,D61.2,0,0
3,Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,D60,Aplastische und sonstige Anämien,D61.3: Idiopathische aplastische Anämie,D61.3,0,0
3,Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,D80,Bestimmte Störungen mit Beteiligung des Immunsystems,D89.0: Polyklonale Hypergammaglobulinämie,D89.0,0,0
3,Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,D80,Bestimmte Störungen mit Beteiligung des Immunsystems,D86.3: Sarkoidose der Haut,D86.3,0,0
3,Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,D80,Bestimmte Störungen mit Beteiligung des Immunsystems,D86.8: Sarkoidose an sonstigen und kombinierten Lokalisationen,D86.8,0,0
3,Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,D80,Bestimmte Störungen mit Beteiligung des Immunsystems,"D86.9: Sarkoidose, nicht näher bezeichnet",D86.9,0,0
3,Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,D80,Bestimmte Störungen mit Beteiligung des Immunsystems,D89.1: Kryoglobulinämie,D89.1,0,0
3,Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,D80,Bestimmte Störungen mit Beteiligung des Immunsystems,"D89.2: Hypergammaglobulinämie, nicht näher bezeichnet",D89.2,0,0
3,Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,D80,Bestimmte Störungen mit Beteiligung des Immunsystems,D89.3: Immunrekonstitutionssyndrom,D89.3,0,0
3,Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,D80,Bestimmte Störungen mit Beteiligung des Immunsystems,"D89.8: Sonstige näher bezeichnete Störungen mit Beteiligung des Immunsystems, anderenorts nicht klassifiziert",D89.8,0,0
3,Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,D80,Bestimmte Störungen mit Beteiligung des Immunsystems,"D89.9: Störung mit Beteiligung des Immunsystems, nicht näher bezeichnet",D89.9,0,0
4,"Endokrine, Ernährungs- und Stoffwechselkrankheiten",E15,Sonstige Störungen der Blutglukose-Regulation und der inneren Sekretion des Pankreas,"E16.9: Störung der inneren Sekretion des Pankreas, nicht näher bezeichnet",E16.9,0,0
4,"Endokrine, Ernährungs- und Stoffwechselkrankheiten",E15,Sonstige Störungen der Blutglukose-Regulation und der inneren Sekretion des Pankreas,E16.3: Erhöhte Glukagonsekretion,E16.3,0,0
4,"Endokrine, Ernährungs- und Stoffwechselkrankheiten",E15,Sonstige Störungen der Blutglukose-Regulation und der inneren Sekretion des Pankreas,E16.4: Abnorme Gastrinsekretion,E16.4,0,0
4,"Endokrine, Ernährungs- und Stoffwechselkrankheiten",E15,Sonstige Störungen der Blutglukose-Regulation und der inneren Sekretion des Pankreas,E16.8: Sonstige näher bezeichnete Störungen der inneren Sekretion des Pankreas,E16.8,0,0
4,"Endokrine, Ernährungs- und Stoffwechselkrankheiten",E20,Krankheiten sonstiger endokriner Drüsen,E20.0: Idiopathischer Hypoparathyreoidismus,E20.0,0,0
4,"Endokrine, Ernährungs- und Stoffwechselkrankheiten",E20,Krankheiten sonstiger endokriner Drüsen,E20.1: Pseudohypoparathyreoidismus,E20.1,0,0
4,"Endokrine, Ernährungs- und Stoffwechselkrankheiten",E20,Krankheiten sonstiger endokriner Drüsen,E20.8: Sonstiger Hypoparathyreoidismus,E20.8,0,0
4,"Endokrine, Ernährungs- und Stoffwechselkrankheiten",E20,Krankheiten sonstiger endokriner Drüsen,"E20.9: Hypoparathyreoidismus, nicht näher bezeichnet",E20.9,0,0
4,"Endokrine, Ernährungs- und Stoffwechselkrankheiten",E20,Krankheiten sonstiger endokriner Drüsen,E21.0: Primärer Hyperparathyreoidismus,E21.0,0,0
4,"Endokrine, Ernährungs- und Stoffwechselkrankheiten",E20,Krankheiten sonstiger endokriner Drüsen,"E21.1: Sekundärer Hyperparathyreoidismus, anderenorts nicht klassifiziert",E21.1,0,0
4,"Endokrine, Ernährungs- und Stoffwechselkrankheiten",E20,Krankheiten sonstiger endokriner Drüsen,E21.2: Sonstiger Hyperparathyreoidismus,E21.2,0,0
4,"Endokrine, Ernährungs- und Stoffwechselkrankheiten",E65,Adipositas und sonstige Überernährung,E67.8: Sonstige näher bezeichnete Überernährung,E67.8,0,0
4,"Endokrine, Ernährungs- und Stoffwechselkrankheiten",E65,Adipositas und sonstige Überernährung,E67.1: Hyperkarotinämie,E67.1,0,0
4,"Endokrine, Ernährungs- und Stoffwechselkrankheiten",E65,Adipositas und sonstige Überernährung,E67.2: Megavitamin-B6-Syndrom,E67.2,0,0
4,"Endokrine, Ernährungs- und Stoffwechselkrankheiten",E65,Adipositas und sonstige Überernährung,E67.3: Hypervitaminose D,E67.3,0,0
4,"Endokrine, Ernährungs- und Stoffwechselkrankheiten",E65,Adipositas und sonstige Überernährung,E68: Folgen der Überernährung,E68,0,0
4,"Endokrine, Ernährungs- und Stoffwechselkrankheiten",E70,Stoffwechselstörungen,E70.0: Klassische Phenylketonurie,E70.0,0,0
4,"Endokrine, Ernährungs- und Stoffwechselkrankheiten",E70,Stoffwechselstörungen,E70.1: Sonstige Hyperphenylalaninämien,E70.1,0,0
